,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
306,63,Berry Hollow,Sean,Warren,31,Husband,Married,Male,"Journalist, newspaper",None,None
307,63,Berry Hollow,Marilyn,Warren,2,Daughter,NA,Female,Child,None,NA
308,63,Berry Hollow,Ryan,Evans,29,Lodger,Widowed,Male,Estate agent,None,Catholic
309,63,Berry Hollow,Alison,Clarke,33,Sibling,Divorced,Female,"Psychologist, counselling",None,Sikh
310,64,Berry Hollow,Jessica,Lloyd,22,Head,Married,Female,University Student,None,None
311,64,Berry Hollow,George,Lloyd,21,Husband,Married,Male,University Student,None,None
312,64,Berry Hollow,Declan,Lloyd,0,Son,NA,Male,Child,None,NA
313,64,Berry Hollow,Stacey,Chan,55,Lodger,Single,Female,Special educational needs teacher,None,Christian
314,65,Berry Hollow,Gillian,Lewis,58,Head,Married,Female,"Nurse, learning disability",None,Christian
315,65,Berry Hollow,Andrew,Lewis,62,Husband,Married,Male,Mudlogger,None,Christian
316,65,Berry Hollow,Tracey,Lewis,37,Daughter,Single,Female,"Conservation officer, nature",None,None
317,65,Berry Hollow,Carolyn,Lewis,33,Daughter,Single,Female,Web designer,None,Christian
318,65,Berry Hollow,Jane,Lewis,30,Daughter,Divorced,Female,Podiatrist,None,Christian
319,66,Berry Hollow,Joyce,Lyons,22,Head,Single,Female,University Student,None,Catholic
320,66,Berry Hollow,Amelia,Jones,21,None,Single,Female,University Student,None,Christian
321,66,Berry Hollow,Megan,Jones,20,None,Single,Female,University Student,None,None
322,66,Berry Hollow,Andrew,Johnson,18,None,Single,Male,University Student,None,Catholic
323,67,Berry Hollow,Lynda,Burton,25,Head,Single,Female,Lexicographer,None,None
324,67,Berry Hollow,Victor,Bird,38,None,Single,Male,Charity officer,None,None
325,67,Berry Hollow,Janice,Mellor,57,None,Single,Female,Unemployed,None,Christian
326,67,Berry Hollow,Nathan,Schofield,55,None,Single,Male,Quantity surveyor,None,Christian
327,68,Berry Hollow,Oliver,Johnson,23,Head,Single,Male,"Teacher, adult education",None,None
328,69,Berry Hollow,Cameron,Dodd,31,Head,Married,Male,Horticultural consultant,None,None
329,69,Berry Hollow,Harriet,Dodd,30,Wife,Married,Female,"Buyer, industrial",None,None
330,69,Berry Hollow,Abdul,Dodd,10,Son,NA,Male,Student,None,NA
331,69,Berry Hollow,Brenda,Dodd,7,Daughter,NA,Female,Student,None,NA
332,70,Berry Hollow,Beth,Williams,52,Head,Married,Female,Intelligence analyst,None,None
333,70,Berry Hollow,Abdul,Williams,59,Husband,Married,Male,Medical sales representative,None,None
334,70,Berry Hollow,Glenn,Williams,23,Son,Divorced,Male,"Therapist, nutritional",None,None
335,70,Berry Hollow,Linda,Williams,12,Daughter,NA,Female,Student,None,NA
336,71,Berry Hollow,Amy,Atkinson,47,Head,Single,Female,Unemployed,None,Catholic
337,71,Berry Hollow,Gary,Morgan,47,Partner,Single,Male,Solicitor,None,None
338,71,Berry Hollow,Annette,Atkinson,17,Daughter,NA,Female,Student,None,NA
339,71,Berry Hollow,Dale,Lynch,7,Son,NA,Male,Student,None,NA
340,71,Berry Hollow,Dylan,Slater,28,Lodger,Divorced,Male,Special effects artist,None,None
341,72,Berry Hollow,Duncan,Wilson,75,Head,Widowed,Male,"Retired Production designer, theatre/television/film",None,None
342,72,Berry Hollow,Derek,Evans-Wilson,20,Grandson,Single,Male,University Student,None,None
343,72,Berry Hollow,Dean,Vincent,16,Grandson,NA,Male,Student,None,NA
344,72,Berry Hollow,Rachel,Vincent,12,Granddaughter,NA,Female,Student,None,NA
345,73,Berry Hollow,Carly,Bailey,60,Head,Divorced,Female,Unemployed,None,Methodist
346,73,Berry Hollow,Steven,Bailey,10,Son,NA,Male,Student,None,NA
347,73,Berry Hollow,Eric,Bailey,7,Son,NA,Male,Student,None,NA
348,73,Berry Hollow,Mohammad,Kelly-Bailey,2,Son,NA,Male,Child,None,NA
349,74,Berry Hollow,Olivia,Harper,51,Head,Married,Female,"Buyer, retail",None,Christian
350,74,Berry Hollow,Leigh,Harper,55,Husband,Married,Male,Recruitment consultant,None,Christian
351,74,Berry Hollow,Ellie,Harper,31,Daughter,Single,Female,Restaurant manager,None,Christian
352,74,Berry Hollow,Josephine,Harper,28,Daughter,Divorced,Female,Data processing manager,None,Christian
353,74,Berry Hollow,Gregory,Harper,24,Son,Single,Male,Pharmacologist,None,None
354,74,Berry Hollow,Tony,Harper,19,Son,Single,Male,Automotive engineer,None,Christian
355,75,Berry Hollow,Amy,Roberts,44,Head,Single,Female,Clinical embryologist,None,Catholic
356,76,Berry Hollow,Dennis,Ashton,39,Head,Married,Male,Naval architect,None,None
357,76,Berry Hollow,Amber,Ashton,33,Wife,Married,Female,Futures trader,None,None
358,76,Berry Hollow,Toby,Ashton,10,Son,NA,Male,Student,None,NA
359,76,Berry Hollow,Christian,Ashton,6,Son,NA,Male,Student,None,NA
360,77,Berry Hollow,Paula,Myers,45,Head,Single,Female,"Education officer, museum",None,Catholic
361,78,Berry Hollow,Tracy,Smith,72,Head,Widowed,Female,"Retired Nurse, mental health",None,Christian
362,78,Berry Hollow,Debra,Smith,45,Daughter,Single,Female,Medical illustrator,None,Christian
363,78,Berry Hollow,Jordan,Smith,32,Son,Single,Male,"Scientist, research (maths)",None,Christian
364,78,Berry Hollow,Sylvia,Smith,25,Daughter,Single,Female,"Optician, dispensing",None,Christian
365,79,Berry Hollow,Bethan,Fuller,50,Head,Married,Female,Counselling psychologist,None,Christian
366,79,Berry Hollow,Marc,Fuller-Howe,52,Husband,Married,Male,Psychiatrist,None,Christian
367,79,Berry Hollow,Ashleigh,Fuller-Howe,10,Daughter,NA,Female,Student,None,NA
368,79,Berry Hollow,Billy,Fuller-Howe,10,Son,NA,Male,Student,None,NA
369,79,Berry Hollow,Albert,Fuller-Howe,6,Son,NA,Male,Student,None,NA
370,80,Berry Hollow,Patricia,Richards,22,Head,Single,Female,University Student,None,Catholic
371,80,Berry Hollow,Bethan,Murray,24,None,Single,Female,PhD Student,None,None
372,80,Berry Hollow,Holly,Thompson,21,None,Single,Female,University Student,None,Methodist
373,80,Berry Hollow,Martyn,Cooper,24,None,Single,Male,PhD Student,None,None
374,81,Berry Hollow,Alexandra,Buckley,49,Head,Married,Female,Actuary,None,Catholic
375,81,Berry Hollow,Allan,Buckley,53,Husband,Married,Male,Health promotion specialist,None,Catholic
376,81,Berry Hollow,Julian,Buckley,24,Son,Single,Male,Politician's assistant,None,Catholic
377,81,Berry Hollow,Alexandra,Buckley,11,Daughter,NA,Female,Student,None,NA
378,82,Berry Hollow,Susan,Pearson,59,Head,Married,Female,Fish farm manager,None,Christian
379,82,Berry Hollow,Brian,Pearson,61,Husband,Married,Male,Recycling officer,None,Christian
380,82,Berry Hollow,Ellie,Pearson,18,Daughter,Single,Female,Student,None,Christian
381,82,Berry Hollow,Shaun,Pearson,14,Son,NA,Male,Student,None,NA
382,83,Berry Hollow,Abigail,Gibbons,69,Head,Single,Female,"Retired Programmer, systems",None,Christian
383,83,Berry Hollow,Alexandra,Whitehead,40,Daughter,Single,Female,"Development worker, community",None,None
384,83,Berry Hollow,Jane,Whitehead,40,Daughter,Single,Female,"Education officer, community",None,None
385,83,Berry Hollow,Laura,Whitehead,37,Daughter,Single,Female,Armed forces logistics/support/administrative officer,None,Christian
386,84,Berry Hollow,Vanessa,Taylor,56,Head,Married,Female,Unemployed,None,Christian
387,84,Berry Hollow,Ross,Taylor,57,Husband,Married,Male,"Psychologist, counselling",None,None
388,84,Berry Hollow,Kim,Taylor,18,Daughter,Divorced,Female,Student,None,Christian
389,84,Berry Hollow,Declan,Taylor,14,Son,NA,Male,Student,None,NA
390,85,Berry Hollow,Katherine,Cooper,25,Head,Married,Female,Public relations officer,None,Catholic
391,85,Berry Hollow,Roger,Cooper,27,Husband,Married,Male,Animator,None,Catholic
392,85,Berry Hollow,Jenna,Cooper,8,Daughter,NA,Female,Student,None,NA
393,85,Berry Hollow,Rita,Cooper,8,Daughter,NA,Female,Student,Physical Disability,NA
394,85,Berry Hollow,June,Cooper,7,Daughter,NA,Female,Student,None,NA
395,85,Berry Hollow,Duncan,Cooper,5,Son,NA,Male,Student,None,NA
396,86,Berry Hollow,Lucy,Simpson,20,Head,Single,Female,University Student,None,Christian
397,86,Berry Hollow,Kyle,Butcher,57,None,Single,Male,Press sub,None,Christian
398,86,Berry Hollow,Naomi,Walsh,44,None,Single,Female,"Designer, jewellery",None,Catholic
399,87,Berry Hollow,David,Harrison,68,Head,Married,Male,"Retired Horticulturist, amenity",None,Catholic
400,87,Berry Hollow,Rachael,Harrison,63,Wife,Married,Female,Nature conservation officer,None,None
401,87,Berry Hollow,Susan,Harrison,38,Daughter,Single,Female,Economist,None,None
402,87,Berry Hollow,Patricia,Harrison,37,Daughter,Divorced,Female,"Engineer, petroleum",None,None
403,87,Berry Hollow,Vincent,Harrison,33,Son,Single,Male,Artist,None,Catholic
404,88,Berry Hollow,Teresa,Evans,50,Head,Single,Female,Restaurant manager,None,None
405,88,Berry Hollow,Max,Jordan,53,Partner,Single,Male,Market researcher,None,None
406,89,Berry Hollow,Nigel,Baker,50,Head,Married,Male,Hydrogeologist,None,None
407,89,Berry Hollow,Julia,Baker,50,Wife,Married,Female,"Pilot, airline",None,None
408,90,Berry Hollow,Teresa,Finch,38,Head,Married,Female,Mental health nurse,None,Methodist
409,90,Berry Hollow,Conor,Finch,43,Husband,Married,Male,Estate manager/land agent,None,None
410,90,Berry Hollow,Simon,Finch,6,Son,NA,Male,Student,None,NA
411,90,Berry Hollow,Stanley,Finch,4,Son,NA,Male,Child,None,NA
412,91,Berry Hollow,Josephine,Richardson,44,Head,Married,Female,Early years teacher,None,Catholic
413,91,Berry Hollow,Thomas,Richardson,48,Husband,Married,Male,"Scientist, forensic",None,Catholic
414,91,Berry Hollow,Darren,Richardson,8,Son,NA,Male,Student,None,NA
415,91,Berry Hollow,Antony,Richardson,6,Son,NA,Male,Student,None,NA
416,92,Berry Hollow,Jordan,Howell,66,Head,Divorced,Male,Building surveyor,None,None
417,93,Berry Hollow,Sylvia,Jones,55,Head,Single,Female,Medical sales representative,None,Christian
418,93,Berry Hollow,Aaron,Sims,56,Partner,Single,Male,"Runner, broadcasting/film/video",None,Christian
419,93,Berry Hollow,Kathleen,Jones,15,Daughter,NA,Female,Student,None,NA
420,93,Berry Hollow,Rosie,Jones,13,Daughter,NA,Female,Student,None,NA
421,93,Berry Hollow,Eileen,Jones,11,Daughter,NA,Female,Student,None,NA
422,93,Berry Hollow,Carl,Jones,8,Son,NA,Male,Student,None,NA
423,93,Berry Hollow,Hollie,Jones,8,Daughter,NA,Female,Student,None,NA
424,94,Berry Hollow,Maria,Shepherd,25,Head,Married,Female,Furniture designer,None,Christian
425,94,Berry Hollow,Darren,Shepherd,22,Husband,Married,Male,University Student,None,None
426,94,Berry Hollow,Hilary,Shepherd,6,Daughter,NA,Female,Student,None,NA
427,94,Berry Hollow,Ricky,Shepherd,2,Son,NA,Male,Child,None,NA
428,95,Berry Hollow,Alice,Smith,45,Head,Single,Female,Public house manager,None,None
429,95,Berry Hollow,Max,Bird,48,Partner,Single,Male,Water engineer,None,None
430,95,Berry Hollow,Carole,Smith,21,Daughter,Single,Female,University Student,None,None
431,95,Berry Hollow,Eric,Smith,16,Son,NA,Male,Student,None,NA
432,96,Berry Hollow,Julia,Williams,45,Head,Married,Female,"Engineer, structural",None,None
433,96,Berry Hollow,Craig,Williams,45,Husband,Married,Male,"Surveyor, minerals",None,None
434,96,Berry Hollow,Natalie,Williams,12,Daughter,NA,Female,Student,None,NA
435,96,Berry Hollow,Jill,Williams,8,Daughter,NA,Female,Student,None,NA
436,97,Berry Hollow,Kirsty,Howard-Johnson,21,Head,Married,Female,University Student,None,None
437,97,Berry Hollow,Timothy,Howard-Johnson,24,Husband,Married,Male,Research scientist (life sciences),None,None
438,97,Berry Hollow,Elizabeth,Howard-Johnson,0,Daughter,NA,Female,Child,None,NA
439,98,Berry Hollow,Wendy,Kirk,55,Head,Single,Female,Arboriculturist,None,None
440,99,Berry Hollow,Stephanie,Butcher,44,Head,Divorced,Female,Secondary school teacher,None,None
441,99,Berry Hollow,Rachael,Butcher,13,Daughter,NA,Female,Student,None,NA
442,99,Berry Hollow,Anna,Butcher,12,Daughter,NA,Female,Student,None,NA
443,99,Berry Hollow,Dylan,Butcher,9,Son,NA,Male,Student,None,NA
444,99,Berry Hollow,James,Butcher,7,Son,NA,Male,Student,None,NA
445,99,Berry Hollow,Marion,Butcher,3,Daughter,NA,Female,Child,None,NA
446,99,Berry Hollow,Ashleigh,Butcher,2,Daughter,NA,Female,Child,None,NA
447,100,Berry Hollow,Rebecca,Reid,26,Head,Single,Female,Biomedical scientist,None,None
448,101,Berry Hollow,Robert,Iqbal,41,Head,Married,Male,"Accountant, chartered management",None,Christian
449,101,Berry Hollow,Claire,Iqbal,39,Wife,Married,Female,"Runner, broadcasting/film/video",None,None
450,101,Berry Hollow,Diana,Iqbal,3,Daughter,NA,Female,Child,None,NA
451,102,Berry Hollow,Rachael,Murphy,45,Head,Married,Female,Data processing manager,None,Christian
452,102,Berry Hollow,Marc,Murphy,48,Husband,Married,Male,Midwife,None,Christian
453,102,Berry Hollow,Kerry,Murphy,17,Daughter,NA,Female,Student,None,NA
454,102,Berry Hollow,Jay,Murphy,17,Son,NA,Male,Student,None,NA
455,103,Berry Hollow,Catherine,Taylor,54,Head,Married,Female,Cytogeneticist,None,Methodist
456,103,Berry Hollow,Christopher,Taylor,56,Husband,Married,Male,Theatre manager,None,Methodist
457,103,Berry Hollow,Paula,Taylor,21,Daughter,Single,Female,Retail buyer,None,Methodist
458,103,Berry Hollow,Lynn,Taylor,17,Daughter,NA,Female,Student,None,NA
459,104,Berry Hollow,Olivia,Smith,43,Head,Single,Female,Unemployed,None,None
460,104,Berry Hollow,Liam,Smith,15,Son,NA,Male,Student,None,NA
461,104,Berry Hollow,Geoffrey,Smith,13,Son,NA,Male,Student,None,NA
462,104,Berry Hollow,Rosemary,Smith,10,Daughter,NA,Female,Student,None,NA
463,105,Berry Hollow,Anne,Brown,45,Head,Single,Female,Learning mentor,None,Christian
464,105,Berry Hollow,Jake,Brown,8,Son,NA,Male,Student,None,NA
465,106,Berry Hollow,Kerry,Curtis,35,Head,Divorced,Female,Unemployed,None,Catholic
466,106,Berry Hollow,Tina,Curtis,0,Daughter,NA,Female,Child,None,NA
467,107,Berry Hollow,Leanne,Newton,38,Head,Single,Female,Banker,None,Methodist
468,108,Berry Hollow,Jacqueline,Glover,58,Head,Married,Female,Clinical cytogeneticist,None,Methodist
469,108,Berry Hollow,Brian,Glover,60,Husband,Married,Male,Printmaker,None,None
470,108,Berry Hollow,Jeremy,Glover,21,Son,Single,Male,University Student,None,None
471,108,Berry Hollow,Leon,Glover,17,Son,NA,Male,Student,None,NA
472,109,Berry Hollow,Dale,Bowen,52,Head,Single,Male,Higher education careers adviser,None,Christian
473,109,Berry Hollow,Benjamin,Smith,40,None,Single,Male,Geoscientist,None,Muslim
474,109,Berry Hollow,Holly,Richards,60,None,Single,Female,"Accountant, chartered management",None,Methodist
475,109,Berry Hollow,Geraldine,White,26,None,Single,Female,Unemployed,None,Catholic
476,110,Berry Hollow,Katie,Horton,31,Head,Single,Female,Unemployed,None,None
477,110,Berry Hollow,June,Horton,6,Daughter,NA,Female,Student,None,NA
478,110,Berry Hollow,Kyle,Horton,3,Son,NA,Male,Child,None,NA
479,110,Berry Hollow,Shannon,Horton,0,Daughter,NA,Female,Child,None,NA
480,110,Berry Hollow,Karen,Kaur,20,Lodger,Single,Female,University Student,None,None
481,111,Berry Hollow,Georgia,Smith,45,Head,Married,Female,Politician's assistant,None,Jewish
482,111,Berry Hollow,Ross,Smith,47,Husband,Married,Male,"Journalist, newspaper",None,None
483,111,Berry Hollow,Gavin,Smith,21,Son,Divorced,Male,University Student,None,Jewish
484,111,Berry Hollow,Carl,Smith,18,Son,Single,Male,Student,None,None
485,111,Berry Hollow,Diana,Smith,16,Daughter,NA,Female,Student,Physical Disability,NA
486,112,Berry Hollow,Francesca,Burke,23,Head,Single,Female,Unemployed,None,None
487,112,Berry Hollow,Katie,Burke,1,Daughter,NA,Female,Child,None,NA
488,112,Berry Hollow,Sophie,Whitehouse,60,Lodger,Single,Female,Trade union research officer,None,Christian
489,112,Berry Hollow,Rosie,Thorpe,24,Lodger,Single,Female,Product/process development scientist,None,Christian
490,113,Berry Hollow,Charlie,Adams,84,Head,Widowed,Male,Retired Geophysicist/field seismologist,None,Catholic
491,113,Berry Hollow,Terence,Adams,40,Son,Divorced,Male,Hydrogeologist,None,Catholic
492,113,Berry Hollow,Frances,Adams,38,Daughter,Divorced,Female,Medical sales representative,None,None
493,113,Berry Hollow,Catherine,Adams,38,Daughter,Single,Female,Clinical research associate,None,Catholic
494,114,Berry Hollow,Karen,Pearce,30,Head,Divorced,Female,Camera operator,None,None
495,114,Berry Hollow,Adrian,Pearce,7,Son,NA,Male,Student,None,NA
496,114,Berry Hollow,Olivia,Pearce,4,Daughter,NA,Female,Child,None,NA
497,114,Berry Hollow,Stewart,Pearce,4,Son,NA,Male,Child,None,NA
498,115,Berry Hollow,Bethan,Webster,53,Head,Married,female,"Engineer, technical sales",None,None
499,115,Berry Hollow,Stewart,Webster,54,Husband,Married,Male,Charity fundraiser,None,None
500,115,Berry Hollow,Emma,Webster,24,Daughter,Divorced,Female,Communications engineer,None,None
501,115,Berry Hollow,Mohamed,Webster,23,Son,Single,Male,Operational investment banker,None,None
502,115,Berry Hollow,Amelia,Webster,20,Daughter,Divorced,Female,University Student,None,None
503,115,Berry Hollow,Philip,Webster,0,Son,NA,Male,Child,None,NA
504,116,Berry Hollow,Marion,Thompson,32,Head,Married,Female,IT sales professional,None,None
505,116,Berry Hollow,Dominic,Thompson,35,Husband,Married,Male,Race relations officer,None,None
506,116,Berry Hollow,Kelly,Thompson,6,Daughter,NA,Female,Student,None,NA
507,116,Berry Hollow,Leslie,Smith-Thompson,3,Son,NA,Male,Child,None,NA
508,116,Berry Hollow,Mohamed,Smith-Thompson,1,Son,NA,Male,Child,None,NA
509,116,Berry Hollow,Roger,Francis,48,Lodger,Divorced,Male,Printmaker,None,Christian
510,117,Berry Hollow,Georgia,Stephenson,41,Head,Married,Female,"Engineer, civil (contracting)",None,None
511,117,Berry Hollow,Leigh,Stephenson-Davies,47,Husband,Married,Male,Translator,None,None
512,117,Berry Hollow,Conor,Stephenson-Davies,14,Son,NA,Male,Student,None,NA
513,117,Berry Hollow,Harry,Stephenson-Davies,11,Son,NA,Male,Student,None,NA
514,117,Berry Hollow,Bryan,Stephenson-Davies,7,Son,NA,Male,Student,None,NA
515,117,Berry Hollow,Jayne,Stephenson-Davies,4,Daughter,NA,Female,Child,None,NA
516,118,Berry Hollow,Carly,Williams,42,Head,Divorced,Female,Electrical engineer,None,None
517,118,Berry Hollow,Timothy,Williams,6,Step-Son,NA,Male,Student,None,NA
518,118,Berry Hollow,Alexander,Williams,2,Step-Son,NA,Male,Child,None,NA
519,118,Berry Hollow,Christopher,Lord,20,Lodger,Single,Male,University Student,None,Muslim
520,119,Berry Hollow,Terry,Allen,27,Head,Single,M,Holiday representative,None,None
521,120,Berry Hollow,Holly,Gordon,62,Head,Single,Female,"Engineer, water",None,Christian
522,120,Berry Hollow,Gavin,Khan,39,None,Single,Male,"Engineer, automotive",None,Methodist
523,120,Berry Hollow,Carolyn,Ward,39,None,Single,Female,Colour technologist,None,Catholic
524,120,Berry Hollow,Dominic,Matthews,41,None,Single,Male,Teaching laboratory technician,None,None
525,121,Berry Hollow,Irene,Collins,28,Head,Married,Female,Visual merchandiser,None,None
526,121,Berry Hollow,Graham,Collins,28,Husband,Married,Male,Film/video editor,None,None
527,121,Berry Hollow,Andrew,Collins,2,Son,NA,Male,Child,None,NA
528,121,Berry Hollow,Abbie,Skinner,55,Visitor,Single,Female,Waste management officer,None,Christian
529,122,Berry Hollow,Emily,Kaur,40,Head,Divorced,Female,Special effects artist,None,None
530,122,Berry Hollow,Lydia,Kaur,18,Daughter,Single,Female,Student,None,None
